,breadscrum,cod_item,cod_item_pai,nome,situacao,visibilidade_externa,monocratico,colegiado,presidente_vice,flg_papel,flg_eletronico,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
399,14:48:12198:12203,12203,12198,Adiado,A,S,N,N,N,S,S,S,N,S,S,S,N,S,N,S,N,S,S,S,N,S,S,S,S,S,S,S,N,S,N,S,S,S,S
400,14:48:12198:12204,12204,12198,Pedido de Vista,A,S,N,N,N,S,S,S,N,S,N,S,N,S,N,S,N,S,S,S,N,S,S,S,S,S,S,S,N,S,N,S,S,S,S
401,14:48:12198:12205,12205,12198,Retirado,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
402,1:3:12206,12206,3,Ratificação,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
403,1:3:12206:12207,12207,12206,Liminar,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
404,1:3:12208,12208,3,Não-Ratificação,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
405,1:3:12208:12209,12209,12208,Liminar,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
406,1:3:12210,12210,3,Ratificação em Parte,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
407,1:3:12210:12211,12211,12210,Liminar,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
408,14:48:12198:12199:12212,12212,12199,Prorrogação de PAD,A,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
409,1:3:12206:12213,12213,12206,Decisão Monocrática,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
410,14:48:12214,12214,48,Processo Encaminhado,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
411,14:48:12215,12215,48,Processo devolvido à Secretaria,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
412,1:193:385:12252,12252,385,Sentença confirmada,A,S,N,S,N,S,S,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,N,S,N,N,N,S,N,S,S,S,S
413,1:193:385:12253,12253,385,Sentença confirmada em parte,A,S,N,S,N,S,S,S,N,N,N,S,N,,N,S,N,N,N,N,N,S,S,N,N,S,N,N,N,S,N,S,S,S,S
414,1:193:385:12254,12254,385,Sentença desconstituída,A,S,N,S,N,S,S,S,N,N,N,S,N,N,N,N,N,N,N,N,N,S,S,N,N,S,N,N,N,S,N,S,S,S,S
415,1:3:1013:12255,12255,1013,Redistribuição por prevenção,A,S,S,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S
416,1:193:218:456:12256,12256,456,Continência,A,S,S,N,N,S,S,S,S,N,S,S,N,,S,S,S,N,N,N,S,S,S,N,S,S,N,S,N,N,S,S,S,S,S
417,1:193:385:12257,12257,385,Definição de tese jurídica em incidentes repetitivos,A,S,N,S,N,S,S,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,S,S,N,N,N,S,N,S,S,S,S
418,1:193:385:12258,12258,385,Emissão de juízo de retratação pelo Órgão Julgador,A,S,S,S,N,S,S,S,N,S,N,S,N,,N,S,S,S,S,S,N,S,S,S,N,S,N,N,N,S,N,S,S,S,S
419,1:3:25:12259,12259,25,"Prescrição intercorrente (art. 921, § 4º, CPC)",A,S,S,N,N,S,S,S,N,N,N,N,N,,S,S,N,N,N,N,S,S,S,N,N,S,N,N,N,N,N,N,S,S,S
420,14:48:12260,12260,48,Autos restaurados,A,S,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
421,1:3:160:12261,12261,160,Emenda a inicial,A,S,N,N,N,S,S,S,S,N,S,S,S,,S,S,S,N,N,N,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
422,14:48:12263,12263,48,Intimação,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
423,14:48:12263:12264,12264,12263,Eletrônica,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
424,14:48:12263:12264:12265,12265,12264,Expedida/certificada,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
425,14:48:12263:12264:12266,12266,12264,Confirmada,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
426,14:48:12263:12267,12267,12263,Em audiência,A,S,N,N,N,S,N,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
427,14:48:12263:12268,12268,12263,Em Secretaria,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
428,14:48:12269,12269,48,Desentranhamento,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
429,14:48:12269:12270,12270,12269,Documento,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
430,14:48:12269:12271,12271,12269,Petição,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
431,14:48:12198:12272,12272,12198,Declinada a competência,A,S,N,N,N,S,S,S,S,S,N,S,N,,N,S,N,S,S,S,N,S,S,N,S,S,N,N,N,S,N,S,S,S,S
432,14:48:12198:12273,12273,12198,Convertido em diligência,A,S,N,N,N,S,S,S,N,S,N,S,N,,N,S,N,S,S,S,N,S,S,S,S,S,S,N,N,S,N,S,S,S,S
433,14:48:12198:12274,12274,12198,Sobrestado,A,S,N,N,N,S,S,S,N,S,N,S,N,N,N,S,N,S,S,S,N,S,S,S,S,S,S,S,N,S,N,S,S,S,S
434,14:48:12198:12275,12275,12198,Retificado,A,S,N,N,N,S,S,S,N,S,N,S,N,,N,S,N,S,S,S,N,S,S,S,S,S,S,N,N,S,N,S,S,S,S
435,14:48:12276,12276,48,Cumprimento da pena,A,S,N,N,N,N,N,S,S,N,S,S,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
436,14:48:12276:12277,12277,12276,Início,A,S,N,N,N,S,S,S,S,N,S,S,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
437,14:48:12276:12278,12278,12276,Fim,A,S,N,N,N,S,S,S,S,N,S,S,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
438,14:48:12276:12280,12280,12276,Interrupção,A,S,N,N,N,S,S,N,S,N,N,N,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
439,14:48:12281,12281,48,Comunicação eletrônica,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
440,14:48:12281:12282,12282,12281,Expedida/Certificada,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
441,14:48:12281:12283,12283,12281,Confirmada,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
442,14:48:12284,12284,48,Citação,A,S,N,N,N,S,S,S,S,N,S,S,S,,S,S,S,N,N,N,S,S,S,N,S,S,S,N,S,S,S,S,S,S,S
443,14:48:12284:12285,12285,12284,Em Secretaria/Comparecimento Espontâneo,A,S,N,N,N,S,S,S,S,N,N,N,S,,S,S,S,N,N,N,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
444,14:48:12284:12286,12286,12284,Eletrônica,A,S,N,N,N,S,S,S,S,N,S,S,S,N,S,S,S,N,N,N,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
445,14:48:12284:12286:12287,12287,12286,Expedida/Certificada,A,S,N,N,N,S,S,S,S,N,S,S,S,,S,S,S,N,N,N,S,S,S,N,S,S,N,S,S,S,S,S,S,S,S
446,14:48:12284:12286:12288,12288,12286,Confirmada,A,S,N,N,N,S,S,S,S,N,S,S,S,,S,S,S,N,N,N,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
447,14:48:12289,12289,48,Cancelamento,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
448,14:48:12289:12290,12290,12289,Documento Expedido,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
449,14:48:12289:12291,12291,12289,Movimentação processual,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
450,14:48:12292,12292,48,Ato cumprido pela parte ou interessado,A,S,N,N,N,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
451,14:48:12292:12293,12293,12292,Ato cumprido pela parte ou interessado (sem atributo),A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
452,14:48:12292:12294,12294,12292,Comparecimento do Réu/Apenado,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,N,N,N,N,S,S,S,N,S,S,S,S,S,S,S
453,14:48:12292:12295,12295,12292,Depósito de Bens/Dinheiro,A,S,N,N,N,S,N,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
454,14:18:12296,12296,18,Registro,A,S,N,N,N,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
455,14:18:12297,12297,18,Atribuição de competência,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
456,1:193:218:456:12298,12298,456,Cancelamento de Dívida Ativa,A,S,N,N,N,S,S,N,S,N,N,N,S,,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
457,1:3:12299,12299,3,Prorrogação de cumprimento de pena/medida de segurança,A,S,N,N,N,S,S,N,S,N,S,N,N,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,S,S
458,1:3:12300,12300,3,Nomeação,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
459,1:3:12300:12301,12301,12300,Advogado Voluntário,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
460,1:3:12300:12302,12302,12300,Curador,A,S,N,N,N,S,S,S,S,S,N,N,S,,S,S,S,S,S,S,S,S,S,N,S,S,S,N,S,S,S,S,S,S,S
461,1:3:12300:12303,12303,12300,Defensor Dativo,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
462,1:3:12300:12304,12304,12300,Intérprete/Tradutor,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
463,1:3:12300:12305,12305,12300,Outros auxiliares de justiça,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
464,1:3:12300:12306,12306,12300,Perito,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
465,1:3:12307,12307,3,Decretação de revelia,A,S,N,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,N,N,S,S,S,N,S,S,N,N,S,S,S,S,S,S,S
466,1:3:817:12308,12308,817,Substituição/Sucessão,A,S,S,N,N,S,S,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
467,14:48:12103:12309,12309,12103,Retirada,A,N,N,N,N,N,N,S,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
468,1:11009:12310,12310,11009,Pauta,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
469,1:11009:12310:12311,12311,12310,Pedido de inclusão,A,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
470,1:11009:12310:12312,12312,12310,Retirar pedido de inclusão,A,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
471,1:11009:12310:12313,12313,12310,Pedido de inclusão em pauta virtual,A,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
472,1:11009:12310:12314,12314,12310,Retirar pedido de pauta virtual,A,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
473,14:48:12315,12315,48,Devolvidos os autos,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
474,14:48:12316,12316,48,Notificação Inicial,I,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
475,14:48:12317,12317,48,Notificação inicial com liminar,I,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
476,1:3:12318,12318,3,Reconhecimento de prevenção,A,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N,N,S,S,S
477,1:193:218:12319,12319,218,Não conhecimento do pedido,A,S,S,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N,N,S,S,S
478,1:3:12320,12320,3,Denegação de prevenção,A,S,S,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
479,1:193:385:12321,12321,385,Parecer,A,S,N,S,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
480,1:193:385:12321:12322,12322,12321,Favorável,A,S,N,S,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
481,1:193:385:12321:12323,12323,12321,Favorável em parte,A,S,N,S,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
482,1:193:385:12321:12324,12324,12321,Desfavorável,A,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
483,1:193:218:456:12325,12325,456,Perda do objeto,A,S,S,S,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
484,1:193:385:12326,12326,385,Consulta,A,S,N,S,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
485,1:193:385:12326:12327,12327,12326,Respondida,A,S,N,S,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
486,1:193:385:12326:12328,12328,12326,Respondida em parte,A,S,N,N,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
487,1:193:385:12329,12329,385,Pedido conhecido em parte e procedente,A,S,N,S,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
488,1:193:385:12330,12330,385,Pedido conhecido em parte e procedente em parte,A,S,N,S,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
489,1:193:385:12331,12331,385,Pedido conhecido em parte e improcedente,A,S,N,S,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
490,1:3:12332,12332,3,Prorrogado prazo de conclusão,A,S,N,S,N,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
491,1:3:12359,12359,3,Liminar Prejudicada,A,S,S,S,S,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,S,S,S
492,1:3:12387,12387,3,Decisão de Saneamento e Organização,A,S,S,N,S,S,S,S,S,N,S,S,S,,S,S,S,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
493,1:3:1013:12421,12421,1013,Juízo provisório para medidas urgentes,A,N,S,S,S,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
494,1:3:1013:12422,12422,1013,Devolução da carta rogatória ao juízo rogante,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
495,1:3:12425,12425,3,Unificação de Medidas Socioeducativas,A,S,S,N,N,S,S,S,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
496,1:3:207:12427,12427,207,Agravo em recurso especial ,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
497,1:3:206:12428,12428,206,Reclamação,A,S,S,S,S,N,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,S,S,N,N,N,S,N,S,S,S,S
498,1:3:206:12429,12429,206,Embargos de Divergência,A,S,S,S,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
499,1:3:1013:12430,12430,1013,Arquivamento,A,S,S,S,S,S,S,S,N,N,N,S,N,,N,S,N,N,N,N,N,S,N,N,S,S,N,S,N,S,N,S,S,S,S
500,1:3:206:12431,12431,206,Embargos ,A,S,N,N,N,N,N,S,N,N,N,N,N,,S,S,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
501,1:3:12432,12432,3,Afetação,A,N,S,S,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
502,1:193:385:12433,12433,385,Conjunto Agravo e Recurso Especial,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
503,1:193:385:12433:12434,12434,12433,Conhecimento para dar provimento ao Recurso Especial ,A,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
504,1:193:385:12433:12435,12435,12433,Conhecimento para negar provimento ao recurso especial,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
505,1:193:385:12433:12436,12436,12433,Conhecimento para não conhecer do Recurso Especial,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
506,1:193:385:12433:12437,12437,12433,Conhecimento para determinar sua autuação como Recurso Especial,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
507,1:193:385:12433:12438,12438,12433,conhecimento para dar parcial provimento ao recurso especial,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
508,1:193:385:12433:12439,12439,12433,conhecimento para conhecer em parte o recurso especial e dar provimento ,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
509,1:193:385:12433:12440,12440,12433,conhecimento para conhecer em parte o recurso especial e negar provimento,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
510,1:193:385:12433:12441,12441,12433,Conhecimento para conhecer o recurso especial,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
511,1:193:385:12433:12442,12442,12433,conhecimento para conhecer em parte o recurso especial ,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
512,1:193:385:12433:12443,12443,12433,conhecimento em parte para dar provimento ao recurso especial,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
513,1:3:12444,12444,3,deferimento,A,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
514,1:3:206:12445,12445,206,Recurso Ordinário,A,S,S,S,S,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
515,1:3:206:12446,12446,206,Afetação tornada sem efeito,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
516,1:3:1008:12447,12447,1008,pagamento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
517,1:3:1013:12448,12448,1013,Demonstração de existência de repercussão geral e  manifestação sobre a questão constitucional,A,S,S,S,S,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
518,1:11009:11010:12449,12449,11010,expedição de alvará de levantamento,I,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,S,N,N,N,N,S,S,S
519,1:193:385:12450:12451,12451,12450,Procedência,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
520,1:193:385:12450:12452,12452,12450,procedência parcial,A,S,S,S,S,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
521,1:193:385:12450:12453,12453,12450,improcedência,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
522,1:3:206:12454,12454,206,Pedido de Uniformização de Interpretação de Lei,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
523,1:3:12455,12455,3,Indeferimento,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
524,1:3:207:12456,12456,207,Recurso Ordinário,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
525,1:3:1013:12457,12457,1013,Expedição de precatório/rpv,A,S,S,S,S,S,S,S,S,N,S,S,S,N,S,S,S,N,N,N,S,S,S,N,S,S,N,S,N,N,S,S,S,S,S
526,1:193:218:12458,12458,218,Não conhecimento do habeas corpus,A,S,S,S,S,S,S,S,N,N,S,S,N,N,S,S,N,N,N,N,S,N,N,N,S,S,N,N,N,N,S,S,S,S,S
527,1:193:218:12459,12459,218,Prejudicado,A,S,S,S,S,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,S,S,N,S,N,N,N,N,S,S,S
528,1:3:378:12467,12467,378,Desistência de pedido,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
529,1:3:1013:12472,12472,1013,Devolução dos autos à origem ,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
530,1:3:7:12473,12473,7,agravo em recurso especial ,A,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
531,1:3:1013:12474,12474,1013,Distribuição,A,S,S,S,S,S,S,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
532,1:193:385:210:12475,12475,210,Habeas Corpus de ofício,A,S,S,S,S,S,S,S,N,N,S,S,N,N,S,S,N,N,N,N,S,S,N,N,S,S,N,S,S,S,S,S,S,S,S
533,1:3:378:12476,12476,378,Medida protetiva determinada por autoridade policial,A,S,S,S,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
534,1:3:12477,12477,3,Não-Homologação,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
535,1:3:12477:12478,12478,12477,Medida protetiva determinada por autoridade policia,I,S,S,S,N,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
536,1:3:157:12479,12479,157,Medida protetiva determinada por autoridade policia,A,S,S,S,N,S,S,S,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
537,14:12522,12522,14,Auxiliar da Justiça,A,N,N,N,N,N,N,S,S,S,N,N,S,N,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N
538,14:12522:12523,12523,12522,Conciliador,A,N,N,N,N,N,N,S,S,S,N,N,S,N,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N
