,breadscrum,cod_item,cod_item_pai,nome,situacao,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
611,11427:11540:11545,11545,11540,Lista Tríplice,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S
612,11427:11540:11546,11546,11540,Revisão de Eleitorado,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
613,11427:11547,11547,11427,Recursos Eleitorais,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
614,11427:11547:11548,11548,11547,Recurso Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
615,11427:11547:11549,11549,11547,Recurso Especial Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S
616,11427:11547:11550,11550,11547,Recurso Ordinário Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S
617,11427:11551,11551,11427,Consulta,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
618,11427:11552,11552,11427,Pedido de Desaforamento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
619,11028:11030:11031:11043:11553,11553,11043,Instrução Provisória de Deserção,I,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N
620,2:1106:1107:26:62:11555,11555,62,Suspensão de Liminar e de Sentença,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,N,N,N,N,N,S,N,S,N,S,S
621,2:1106:1107:26:62:11556,11556,62,Suspensão de Segurança Cível,A,S,N,S,N,S,N,N,N,S,N,S,N,N,N,S,S,N,N,N,N,N,N,S,N,S,N,S,S
622,268:316:331:11787,11787,331,Assistência Judiciária,I,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N
623,268:316:331:11788,11788,331,Exibição de Documento ou Coisa Criminal,A,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S
624,268:316:331:11789,11789,331,Impugnação ao Valor da Causa,I,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N
625,268:316:331:11790,11790,331,Impugnação de Assistência Judiciária,I,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N
626,268:316:331:11791,11791,331,Pedido de Uniformização de Interpretação de Lei Criminal,A,N,N,N,N,N,N,S,N,N,N,S,S,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
627,268:308:11793,11793,308,Produção Antecipada de Provas Criminal,A,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,S,S,S,S
628,547:1459:11794,11794,1459,Restituição de Coisas Apreendidas Infracional,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
629,268:284:285:11798,11798,285,Processo de Aplicação de Medida de Segurança Por Fato Não Criminoso,A,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
630,11028:11030:11032:11799,11799,11032,Instrução Provisória de Insubmissão,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N,N
631,11028:11030:11032:11800,11800,11032,Instrução Provisória de Deserção,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N,N
632,11099:11875,11875,11099,Reclamação Pré-processual,A,S,S,N,N,N,S,N,S,S,S,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N
633,1310:11880,11880,1310,Recurso Extraordinário com Agravo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
634,5:11881,11881,5,Agravo em Recurso Especial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
635,2:197:1071:11882,11882,1071,Recurso de Revista com Agravo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N
636,2:197:1071:11886,11886,1071,Recurso Ordinário - Rito Sumaríssimo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N
637,1198:11887,11887,1198,Acompanhamento de Cumprimento de Decisão,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
638,1198:11888,11888,1198,Ato Normativo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
639,1198:11889,11889,1198,Nota Técnica,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
640,1198:11890,11890,1198,Parecer de Mérito sobre Anteprojeto de Lei,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
641,1198:11891,11891,1198,Procedimento de Controle Administrativo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
642,1198:11892,11892,1198,Revisão Disciplinar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
643,1198:11893,11893,1198,Reclamação para Garantia das Decisões,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
644,1198:11894,11894,1198, Comissão,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
645,1198:11953,11953,1198,Arguição de Suspeição e de Impedimento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N
646,268:308:11955,11955,308,Cautelar Inominada Criminal,A,S,S,S,N,N,N,N,S,S,S,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
647,5:11956,11956,5,Embargos de Divergência em Agravo em Recurso Especial,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
648,385:406:11957,11957,406,Remição de Pena,I,S,N,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
649,547:1459:1460:11976,11976,1460,Pedido de Busca e Apreensão Infracional,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
650,11427:11547:12057,12057,11547,Reexame Necessário Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
651,11427:11525:12059,12059,11525,Suspensão de Segurança - Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
652,11427:11525:12060,12060,11525,Exceção,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
653,11427:11525:12061,12061,11525,Ação Cautelar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
654,547:1385:1386:12070,12070,1386,Pedido de Medida de Proteção,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
655,547:1459:12071,12071,1459,Procedimentos Cautelares,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
656,547:1459:12071:12072,12072,12071,Busca e Apreensão Infracional,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
657,547:1459:12071:12073,12073,12071,Internação Provisória,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
658,547:1459:12071:12074,12074,12071,Pedido De Desinternação/Reavaliação/Substituição/Suspensão da Medida,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
659,2:214:215:12075,12075,215,Procedimento Conciliatório,A,S,N,N,N,N,N,N,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N
660,547:1385:1386:12076,12076,1386,Restabelecimento do Poder Familiar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
661,268:316:331:12077,12077,331,Homologação em Acordo de Colaboração Premiada,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
662,2:1106:155:12078,12078,155,Cumprimento de Sentença contra a Fazenda Pública,A,S,N,N,N,N,S,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
663,2:158:159:12079,12079,159,Execução de Título Extrajudicial contra a Fazenda Pública,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
664,2:214:215:12080,12080,215,Incidente de Impedimento Cível,A,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,S,N,N,N,S,S,N,N,N
665,2:214:215:12081,12081,215,Incidente de Suspeição Cível,A,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,S,N,N,N,S,S,N,N,N
666,2:214:257:12082,12082,257,Carta Arbitral,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
667,2:175:12083,12083,175,Tutela Antecipada Antecedente,I,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
668,2:175:12084,12084,175,Tutela Cautelar Antecedente,I,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
669,2:214:215:12085,12085,215,Incidente de Resolução de Demandas Repetitivas,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,S,N,S,S,N,N,N,N,N,S,N,N,N
670,2:1106:1107:26:27:12086,12086,27,Dissolução Parcial de Sociedade,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
671,2:214:215:12087,12087,215,Incidente de Assunção de Competência,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,S,N,N,N
672,2:1106:150:12088,12088,150,Liquidação Provisória de Sentença pelo Procedimento Comum,I,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
673,385:406:12089,12089,406,Renovação de Permanência em Estabelecimento Penal Federal,I,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
674,1310:12117,12117,1310,Suspensão do Incidente de Resolução de Demandas Repetitivas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
675,5:12118,12118,5,Suspensão em Incidente de Resolução de Demandas Repetitivas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N
676,2:214:215:12119,12119,215,Incidente de Desconsideração de Personalidade Jurídica,A,S,S,S,N,N,S,N,S,S,S,S,N,N,S,S,S,N,S,S,N,N,N,N,N,N,N,N,N
677,547:1459:12120,12120,1459,Agravo em Execução de Medidas Sócio-Educativas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
678,268:277:12121,12121,277,Auto de Prisão,A,S,S,N,S,S,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
679,268:284:292:12122,12122,292,Reclamação Criminal,A,S,N,S,N,S,N,N,N,S,N,S,N,N,N,N,N,N,S,S,N,N,N,S,N,S,S,S,S
680,385:406:12123,12123,406,Roteiro de Pena,I,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,S,S
681,385:406:12125,12125,406,Progressão de Regime,I,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,S,S
682,385:406:12126,12126,406,Regressão de Regime,I,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,S,S
683,385:406:12127,12127,406,Remição,I,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N,N
684,385:406:12128,12128,406,Livramento Condicional,I,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,S,S
685,385:406:12129,12129,406,Outros Incidentes de Execução Iniciados de Ofício,I,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,S,S
686,2:214:1070:12132,12132,1070,Incidente de Julgamento de Recurso de Revista e de Embargos Repetitivos,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N
687,2:12133,12133,2,Tutela Provisória de Urgência e Tutela Provisória de Evidência,A,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
688,2:12133:12134,12134,12133,Tutela Cautelar Antecedente,A,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
689,2:12133:12135,12135,12133,Tutela Antecipada Antecedente,A,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
690,11099:12136,12136,11099,Pedido de Mediação Pré-Processual,I,S,S,N,S,S,N,N,S,S,S,N,N,N,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
691,2:1106:1107:26:62:12137,12137,62,Requerimento de Apreensão de Veículo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
692,2:1106:1107:26:62:12138,12138,62,Requerimento de Reintegração de Posse,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
693,2:214:237:12139,12139,237,Contestação em Foro Diverso,A,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N
694,2:214:215:12153,12153,215,Embargos Parciais à Ação Monitória,A,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
695,2:158:159:12154,12154,159,Execução de Título Extrajudicial,A,N,S,N,N,N,N,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
696,1310:12190,12190,1310,Suspensão Nacional do Incidente de Resolução de Demandas Repetitivas,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
697,1310:12191,12191,1310,Tutela Provisória Antecedente,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
698,1310:12192,12192,1310,Tutela Provisória Incidental,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
699,11427:11529:12193,12193,11529,Prestação de Contas Eleitorais,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
700,2:1106:1107:26:50:12226,12226,50,Notificação,A,S,N,N,S,S,N,N,S,S,N,N,N,N,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
701,2:1106:1107:26:50:12227,12227,50,Interpelação,A,S,N,N,S,S,N,N,S,S,N,N,N,N,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
702,2:1106:1107:26:50:12228,12228,50,Protesto,A,S,N,N,S,S,N,N,S,S,N,N,N,N,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
703,2:1106:1107:26:50:12229,12229,50,Protesto formado a bordo,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
704,547:1385:1386:12230,12230,1386,Guarda c/c destituição do poder familiar,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
705,2:1106:155:12231,12231,155,Cumprimento de sentença - Lei Arbitral (Lei 9.307/1996),A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
706,2:214:12232,12232,214,Ação de Partilha,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
707,2:1106:1107:26:50:12233,12233,50,Tutela Cível,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
708,2:1106:1107:26:50:12234,12234,50,Curatela,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
709,2:1106:155:12246,12246,155,Cumprimento de Sentença de Obrigação de Prestar Alimentos,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
710,2:158:159:12247,12247,159,Execução Extrajudicial de Alimentos,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
711,1198:12248,12248,1198,Pedido de Cooperação Jurisdicional,A,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,S,N,S,S,N,N,N,S,N,S,N,S,S
712,1310:12249,12249,1310,Suspensão em IRDR,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
713,5:12250,12250,5,Suspensão em IRDR,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
714,2:158:1111:12251,12251,1111,Execução de Título Judicial - CEJUSC,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
715,2:214:237:12357,12357,237,Pedido de Efeito Suspensivo à Apelação,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N
716,2:1106:1107:26:50:12369,12369,50,Tomada de Decisão Apoiada,I,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
717,2:1106:1107:26:62:12370,12370,62,Tomada de Decisão Apoiada,A,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
718,2:1106:1107:26:50:12371,12371,50,Alteração de Regime de Bens,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
719,2:1106:1107:26:50:12372,12372,50,Divórcio Consensual,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
720,2:1106:1107:26:50:12373,12373,50,Divórcio Litigioso,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
721,2:1106:1107:26:50:12374,12374,50,Homologação da Transação Extrajudicial,A,N,S,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N
722,2:1106:1107:26:27:12375,12375,27,Reclamação,A,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,N,N,S,S,N,N,N,N,N,S,N,S,S
723,2:1106:1107:26:27:12376,12376,27,Regulação de Avaria Grossa,A,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
724,11427:11534:12377,12377,11534,Prestação de Contas Anual,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
725,547:1385:10969:12386,12386,10969,Incidente de Impedimento Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
726,547:1385:10969:12388,12388,10969,Incidente de Suspeição Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
727,2:1106:1107:26:62:12389,12389,62,Ação de Partilha,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
728,2:214:1070:12391,12391,1070,Incidente de Uniformização de Jurisprudência,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N
729,268:284:285:12394,12394,285,Revisão Criminal,A,S,N,S,N,N,N,N,N,S,N,S,N,N,N,S,N,N,N,N,N,N,N,S,N,S,S,S,S
730,547:1459:12071:12423,12423,12071,Medidas Protetivas de Urgência (Lei Maria da Penha) Infracional,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
731,547:1459:12071:12424,12424,12071,Medidas Protetivas - Estatuto do Idoso Infracional,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
732,11427:12464,12464,11427,Corregedoria Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
733,11427:12464:12465,12465,12464,Petição Corregedoria,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
734,11427:12464:12466,12466,12464,Inquérito Administrativo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
735,2:1106:1107:26:27:12541,12541,27,Divórcio Litigioso,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
736,11427:11540:12549,12549,11540,Cancelamento de Inscrição Eleitoral (CIE),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
737,11427:11529:12550,12550,11529,Composição de Mesa Receptora,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
738,11427:11540:12551,12551,11540,Descarte de Material,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
739,11427:12552,12552,11427,Direitos Políticos,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
740,11427:11540:12553,12553,11540,Duplicidade/Pluralidade de Inscrições - Coincidências,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
741,11427:11534:12554,12554,11534,Filiação Partidária,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
742,11427:11529:12555,12555,11529,Impugnação à Composição de Junta Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
743,11427:11529:12556,12556,11529,Impugnação Perante as Juntas Eleitorais,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
744,11427:11540:12557,12557,11540,Recurso/Impugnação de Alistamento Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
745,11427:11529:12558,12558,11529,Registro de Debates,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
746,11427:11540:12559,12559,11540,Regularização de Situação do Eleitor,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
747,11427:11534:12560,12560,11534,Lista de Apoiamento para Criação de Partido Político,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
748,11427:11529:12561,12561,11529,Notícia de Irregularidade em Propaganda Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
749,11427:11540:12562,12562,11540,PET-ADM,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N
750,11099:12613,12613,11099,Pedido de Conciliação Pré-Processual,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
751,11427:11529:12625,12625,11529,Direito de Resposta,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
752,11427:11547:12626,12626,11547,Agravo em Recurso Especial Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
753,11427:11525:12627,12627,11525,Ação Rescisória Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
754,11427:11534:12628,12628,11534,Ação de Justificação de Desfiliação Partidária/Perda de Cargo Eletivo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N
755,11427:11534:12629,12629,11534,Pedido de Novas Eleições,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
756,11427:11529:12630,12630,11529,Representação Especial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
757,11427:11534:12631,12631,11534,Requerimento de Regularização de Omissão de Prestação de Contas Anual,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
758,11427:11529:12633,12633,11529,Requerimento de Regularização de Omissão de Prestação de Contas Eleitorais,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
759,385:12727,12727,385,Execução de Pena de Multa,A,S,S,S,S,S,N,N,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
760,385:12728,12728,385,Transferência Entre Estabelecimentos Penais,A,S,S,N,S,S,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
761,385:12729,12729,385,Execução de Medidas Alternativas,A,S,S,N,S,S,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
